round,client,loss,samples,weight
1,client_1,3.7188638343453144,115880,0.10000008629624292
1,client_2,3.7547602916658582,115880,0.10000008629624292
1,client_3,3.732390393221352,115880,0.10000008629624292
1,client_4,3.717317227759372,115880,0.10000008629624292
1,client_5,3.687005545129839,115880,0.10000008629624292
1,client_6,3.716337476608243,115880,0.10000008629624292
1,client_7,3.7606556370821482,115880,0.10000008629624292
1,client_8,3.7593845297432367,115880,0.10000008629624292
1,client_9,3.7125245506400306,115880,0.10000008629624292
1,client_10,3.730446351021857,115879,0.09999922333381371
2,client_1,3.599789139713936,115880,0.10000008629624292
2,client_2,3.6086459499321237,115880,0.10000008629624292
2,client_3,3.579842718231757,115880,0.10000008629624292
2,client_4,3.554640857852321,115880,0.10000008629624292
2,client_5,3.5572336906892046,115880,0.10000008629624292
2,client_6,3.541142493946926,115880,0.10000008629624292
2,client_7,3.574728536553204,115880,0.10000008629624292
2,client_8,3.5986199294757633,115880,0.10000008629624292
2,client_9,3.5791985175467484,115880,0.10000008629624292
2,client_10,3.627457983446437,115879,0.09999922333381371
3,client_1,3.5073303178972495,115880,0.10000008629624292
3,client_2,3.5374274367001934,115880,0.10000008629624292
3,client_3,3.5419370638613668,115880,0.10000008629624292
3,client_4,3.5408966872865792,115880,0.10000008629624292
3,client_5,3.5724364505961503,115880,0.10000008629624292
3,client_6,3.510130950420371,115880,0.10000008629624292
3,client_7,3.537089999674698,115880,0.10000008629624292
3,client_8,3.555484145945534,115880,0.10000008629624292
3,client_9,3.5338142560280974,115880,0.10000008629624292
3,client_10,3.561013910154633,115879,0.09999922333381371
4,client_1,3.5080574648269756,115880,0.10000008629624292
4,client_2,3.550345130840411,115880,0.10000008629624292
4,client_3,3.524672987708456,115880,0.10000008629624292
4,client_4,3.485041808608352,115880,0.10000008629624292
4,client_5,3.507325862680313,115880,0.10000008629624292
4,client_6,3.4994797751340383,115880,0.10000008629624292
4,client_7,3.4986015776661583,115880,0.10000008629624292
4,client_8,3.5543778813701064,115880,0.10000008629624292
4,client_9,3.5276921195436524,115880,0.10000008629624292
4,client_10,3.556808961937759,115879,0.09999922333381371
5,client_1,3.514706159269573,115880,0.10000008629624292
5,client_2,3.531532247334916,115880,0.10000008629624292
5,client_3,3.49487603737029,115880,0.10000008629624292
5,client_4,3.477098506018026,115880,0.10000008629624292
5,client_5,3.502643899938655,115880,0.10000008629624292
5,client_6,3.4848420656806325,115880,0.10000008629624292
5,client_7,3.505716096223322,115880,0.10000008629624292
5,client_8,3.537413779999773,115880,0.10000008629624292
5,client_9,3.5328335604130827,115880,0.10000008629624292
5,client_10,3.528197591931088,115879,0.09999922333381371
6,client_1,3.507769295448236,115880,0.10000008629624292
6,client_2,3.558420942055995,115880,0.10000008629624292
6,client_3,3.503263380353814,115880,0.10000008629624292
6,client_4,3.508397506825445,115880,0.10000008629624292
6,client_5,3.499598413640037,115880,0.10000008629624292
6,client_6,3.491669629056985,115880,0.10000008629624292
6,client_7,3.5107620830830624,115880,0.10000008629624292
6,client_8,3.515944565368804,115880,0.10000008629624292
6,client_9,3.496660292543323,115880,0.10000008629624292
6,client_10,3.5297354067661377,115879,0.09999922333381371
7,client_1,3.492419124965373,115880,0.10000008629624292
7,client_2,3.505803311371119,115880,0.10000008629624292
7,client_3,3.4797748050942325,115880,0.10000008629624292
7,client_4,3.4956060900593435,115880,0.10000008629624292
7,client_5,3.481567149657024,115880,0.10000008629624292
7,client_6,3.462701334595417,115880,0.10000008629624292
7,client_7,3.5089897738387252,115880,0.10000008629624292
7,client_8,3.506345822321658,115880,0.10000008629624292
7,client_9,3.517555099186255,115880,0.10000008629624292
7,client_10,3.509147876408979,115879,0.09999922333381371
8,client_1,3.4749162962894564,115880,0.10000008629624292
8,client_2,3.5268344976517803,115880,0.10000008629624292
8,client_3,3.4769641542539955,115880,0.10000008629624292
8,client_4,3.5151525006915296,115880,0.10000008629624292
8,client_5,3.4736764367842516,115880,0.10000008629624292
8,client_6,3.4834006927397603,115880,0.10000008629624292
8,client_7,3.5077873831553177,115880,0.10000008629624292
8,client_8,3.4966678974644236,115880,0.10000008629624292
8,client_9,3.509489343392665,115880,0.10000008629624292
8,client_10,3.497304289546234,115879,0.09999922333381371
9,client_1,3.5036058799583656,115880,0.10000008629624292
9,client_2,3.454946607680247,115880,0.10000008629624292
9,client_3,3.459472147571067,115880,0.10000008629624292
9,client_4,3.5086703442579865,115880,0.10000008629624292
9,client_5,3.489225507045687,115880,0.10000008629624292
9,client_6,3.458008139075559,115880,0.10000008629624292
9,client_7,3.4493019741365716,115880,0.10000008629624292
9,client_8,3.4776957121905903,115880,0.10000008629624292
9,client_9,3.4914550968090166,115880,0.10000008629624292
9,client_10,3.5131203894057283,115879,0.09999922333381371
10,client_1,3.498329205228793,115880,0.10000008629624292
10,client_2,3.4830085136506206,115880,0.10000008629624292
10,client_3,3.5052013541952136,115880,0.10000008629624292
10,client_4,3.5270953307351793,115880,0.10000008629624292
10,client_5,3.4400693709750314,115880,0.10000008629624292
10,client_6,3.4699807072317363,115880,0.10000008629624292
10,client_7,3.4851134015498046,115880,0.10000008629624292
10,client_8,3.4840008138820826,115880,0.10000008629624292
10,client_9,3.4573630876099037,115880,0.10000008629624292
10,client_10,3.5119262754785567,115879,0.09999922333381371
11,client_1,3.4629426602496216,115880,0.10000008629624292
11,client_2,3.4538043663728053,115880,0.10000008629624292
11,client_3,3.480652347832063,115880,0.10000008629624292
11,client_4,3.4457267422812925,115880,0.10000008629624292
11,client_5,3.431584167954148,115880,0.10000008629624292
11,client_6,3.455701811160999,115880,0.10000008629624292
11,client_7,3.4644880152696014,115880,0.10000008629624292
11,client_8,3.5156417540367078,115880,0.10000008629624292
11,client_9,3.459898204466628,115880,0.10000008629624292
11,client_10,3.4766998530486823,115879,0.09999922333381371
12,client_1,3.4436821795457244,115880,0.10000008629624292
12,client_2,3.443508280034097,115880,0.10000008629624292
12,client_3,3.437477588127254,115880,0.10000008629624292
12,client_4,3.4342224529510563,115880,0.10000008629624292
12,client_5,3.4604700230078453,115880,0.10000008629624292
12,client_6,3.4468564837184172,115880,0.10000008629624292
12,client_7,3.4558854850449046,115880,0.10000008629624292
12,client_8,3.4858637016603753,115880,0.10000008629624292
12,client_9,3.4457688586864514,115880,0.10000008629624292
12,client_10,3.4866726966883173,115879,0.09999922333381371
13,client_1,3.4540291190410555,115880,0.10000008629624292
13,client_2,3.4667540683388447,115880,0.10000008629624292
13,client_3,3.4542842161313323,115880,0.10000008629624292
13,client_4,3.4500992611280865,115880,0.10000008629624292
13,client_5,3.439735029970047,115880,0.10000008629624292
13,client_6,3.444136565094752,115880,0.10000008629624292
13,client_7,3.437774605308937,115880,0.10000008629624292
13,client_8,3.509672550176153,115880,0.10000008629624292
13,client_9,3.4665238009909656,115880,0.10000008629624292
13,client_10,3.4720962918620497,115879,0.09999922333381371
14,client_1,3.443830739583401,115880,0.10000008629624292
14,client_2,3.5039534297736803,115880,0.10000008629624292
14,client_3,3.4321047820265984,115880,0.10000008629624292
14,client_4,3.436610428439597,115880,0.10000008629624292
14,client_5,3.4424685055583253,115880,0.10000008629624292
14,client_6,3.411700669766525,115880,0.10000008629624292
14,client_7,3.4720412448015696,115880,0.10000008629624292
14,client_8,3.478269365449615,115880,0.10000008629624292
14,client_9,3.469271793797053,115880,0.10000008629624292
14,client_10,3.4672916030252217,115879,0.09999922333381371
15,client_1,3.445268940978229,115880,0.10000008629624292
15,client_2,3.4965330841262348,115880,0.10000008629624292
15,client_3,3.426576168858189,115880,0.10000008629624292
15,client_4,3.4258527245216284,115880,0.10000008629624292
15,client_5,3.430772924265325,115880,0.10000008629624292
15,client_6,3.456334867224788,115880,0.10000008629624292
15,client_7,3.4663607516299284,115880,0.10000008629624292
15,client_8,3.488550808782346,115880,0.10000008629624292
15,client_9,3.444779829473685,115880,0.10000008629624292
15,client_10,3.469743536008115,115879,0.09999922333381371
16,client_1,3.41579142416813,115880,0.10000008629624292
16,client_2,3.435145616531372,115880,0.10000008629624292
16,client_3,3.4233058204187725,115880,0.10000008629624292
16,client_4,3.458252801800406,115880,0.10000008629624292
16,client_5,3.431608840592913,115880,0.10000008629624292
16,client_6,3.4037936449577213,115880,0.10000008629624292
16,client_7,3.466793281879383,115880,0.10000008629624292
16,client_8,3.4877950003078704,115880,0.10000008629624292
16,client_9,3.4592864318662393,115880,0.10000008629624292
16,client_10,3.473981213622272,115879,0.09999922333381371
17,client_1,3.4771125953455373,115880,0.10000008629624292
17,client_2,3.4810613651675633,115880,0.10000008629624292
17,client_3,3.420208070188695,115880,0.10000008629624292
17,client_4,3.414515305302264,115880,0.10000008629624292
17,client_5,3.4096401527227944,115880,0.10000008629624292
17,client_6,3.4336746812656225,115880,0.10000008629624292
17,client_7,3.4511828688333104,115880,0.10000008629624292
17,client_8,3.433888624835488,115880,0.10000008629624292
17,client_9,3.4591975672618704,115880,0.10000008629624292
17,client_10,3.5035786328726255,115879,0.09999922333381371
18,client_1,3.4247649700173217,115880,0.10000008629624292
18,client_2,3.411503310498286,115880,0.10000008629624292
18,client_3,3.4507156089441664,115880,0.10000008629624292
18,client_4,3.4024987918125347,115880,0.10000008629624292
18,client_5,3.4513721855534096,115880,0.10000008629624292
18,client_6,3.442577299955928,115880,0.10000008629624292
18,client_7,3.4547150858716984,115880,0.10000008629624292
18,client_8,3.467118962184746,115880,0.10000008629624292
18,client_9,3.458119508183292,115880,0.10000008629624292
18,client_10,3.4714337834722424,115879,0.09999922333381371
19,client_1,3.4543619463775332,115880,0.10000008629624292
19,client_2,3.451162100101412,115880,0.10000008629624292
19,client_3,3.443748791486222,115880,0.10000008629624292
19,client_4,3.4181245525941155,115880,0.10000008629624292
19,client_5,3.4497913009020404,115880,0.10000008629624292
19,client_6,3.443432590293042,115880,0.10000008629624292
19,client_7,3.486906447684265,115880,0.10000008629624292
19,client_8,3.47411973481673,115880,0.10000008629624292
19,client_9,3.4226466804150713,115880,0.10000008629624292
19,client_10,3.4823043417456923,115879,0.09999922333381371
20,client_1,3.4594212578358765,115880,0.10000008629624292
20,client_2,3.4496326036011147,115880,0.10000008629624292
20,client_3,3.427017077441773,115880,0.10000008629624292
20,client_4,3.4217942208380627,115880,0.10000008629624292
20,client_5,3.414534875099233,115880,0.10000008629624292
20,client_6,3.432317402189141,115880,0.10000008629624292
20,client_7,3.447673682608615,115880,0.10000008629624292
20,client_8,3.471898931278035,115880,0.10000008629624292
20,client_9,3.4251893792983976,115880,0.10000008629624292
20,client_10,3.463275807056469,115879,0.09999922333381371
21,client_1,3.440324704378646,115880,0.10000008629624292
21,client_2,3.474324760584379,115880,0.10000008629624292
21,client_3,3.436500806155847,115880,0.10000008629624292
21,client_4,3.4319646640066015,115880,0.10000008629624292
21,client_5,3.4817817724303692,115880,0.10000008629624292
21,client_6,3.3842545816177303,115880,0.10000008629624292
