round,client,loss,samples,weight
1,Client_1,0.2301604449748993,6797,0.29823175815014696
1,Client_2,0.5734097361564636,6029,0.2645342459742881
1,Client_3,0.6924944519996643,9965,0.43723399587556494
2,Client_1,0.2489948719739914,6797,0.29823175815014696
2,Client_2,0.536104679107666,6029,0.2645342459742881
2,Client_3,0.6264055371284485,9965,0.43723399587556494
3,Client_1,0.31507283449172974,6797,0.29823175815014696
3,Client_2,0.5213683247566223,6029,0.2645342459742881
3,Client_3,0.5697978734970093,9965,0.43723399587556494
4,Client_1,0.20117709040641785,6797,0.29823175815014696
4,Client_2,0.5094105005264282,6029,0.2645342459742881
4,Client_3,0.6042232513427734,9965,0.43723399587556494
5,Client_1,0.19569158554077148,6797,0.29823175815014696
5,Client_2,0.5008072257041931,6029,0.2645342459742881
5,Client_3,0.5951409339904785,9965,0.43723399587556494
6,Client_1,0.24179814755916595,6797,0.29823175815014696
6,Client_2,0.4794185757637024,6029,0.2645342459742881
6,Client_3,0.5387877225875854,9965,0.43723399587556494
7,Client_1,0.16694952547550201,6797,0.29823175815014696
7,Client_2,0.5440738201141357,6029,0.2645342459742881
7,Client_3,0.6758700609207153,9965,0.43723399587556494
8,Client_1,0.2865377962589264,6797,0.29823175815014696
8,Client_2,0.48833879828453064,6029,0.2645342459742881
8,Client_3,0.5276404023170471,9965,0.43723399587556494
9,Client_1,0.2022475004196167,6797,0.29823175815014696
9,Client_2,0.4620468318462372,6029,0.2645342459742881
9,Client_3,0.5395086407661438,9965,0.43723399587556494
10,Client_1,0.21632607281208038,6797,0.29823175815014696
10,Client_2,0.45850861072540283,6029,0.2645342459742881
10,Client_3,0.5274240374565125,9965,0.43723399587556494
11,Client_1,0.16869494318962097,6797,0.29823175815014696
11,Client_2,0.49001866579055786,6029,0.2645342459742881
11,Client_3,0.6048294305801392,9965,0.43723399587556494
12,Client_1,0.2598215341567993,6797,0.29823175815014696
12,Client_2,0.4666818678379059,6029,0.2645342459742881
12,Client_3,0.5152397751808167,9965,0.43723399587556494
