round,client,loss,samples,weight
1,client_1,1.9992790280318842,20950,0.10000238669180649
1,client_2,1.9486550670571443,20950,0.10000238669180649
1,client_3,1.942414369524979,20950,0.10000238669180649
1,client_4,1.8697180795233423,20950,0.10000238669180649
1,client_5,1.9584817413876696,20950,0.10000238669180649
1,client_6,1.9091831100423162,20949,0.09999761330819351
1,client_7,1.8850316710588408,20949,0.09999761330819351
1,client_8,2.024342935259749,20949,0.09999761330819351
1,client_9,1.8618283657039083,20949,0.09999761330819351
1,client_10,1.9043156642739365,20949,0.09999761330819351
2,client_1,1.6854734689724156,20950,0.10000238669180649
2,client_2,1.7695293033995279,20950,0.10000238669180649
2,client_3,1.7226681520299214,20950,0.10000238669180649
2,client_4,1.7233636117563016,20950,0.10000238669180649
2,client_5,1.7644001263670805,20950,0.10000238669180649
2,client_6,1.7922929521740936,20949,0.09999761330819351
2,client_7,1.734234596897916,20949,0.09999761330819351
2,client_8,1.762481473931452,20949,0.09999761330819351
2,client_9,1.7610553045098374,20949,0.09999761330819351
2,client_10,1.6524607655478687,20949,0.09999761330819351
3,client_1,1.5759173533538493,20950,0.10000238669180649
3,client_2,1.6910876824361523,20950,0.10000238669180649
3,client_3,1.6450685491649115,20950,0.10000238669180649
3,client_4,1.676756327108639,20950,0.10000238669180649
3,client_5,1.633011455579502,20950,0.10000238669180649
3,client_6,1.5636435896158218,20949,0.09999761330819351
3,client_7,1.5392448611375762,20949,0.09999761330819351
3,client_8,1.7242155540280226,20949,0.09999761330819351
3,client_9,1.546836118145687,20949,0.09999761330819351
3,client_10,1.7253901631366917,20949,0.09999761330819351
4,client_1,1.56214775653874,20950,0.10000238669180649
4,client_2,1.584062430916763,20950,0.10000238669180649
4,client_3,1.5679521571572235,20950,0.10000238669180649
4,client_4,1.5115349503552042,20950,0.10000238669180649
4,client_5,1.6481698845944754,20950,0.10000238669180649
4,client_6,1.5542817232085437,20949,0.09999761330819351
4,client_7,1.537325934302516,20949,0.09999761330819351
4,client_8,1.56180962811156,20949,0.09999761330819351
4,client_9,1.483249645044164,20949,0.09999761330819351
4,client_10,1.5206656754016876,20949,0.09999761330819351
5,client_1,1.5366031323991172,20950,0.10000238669180649
5,client_2,1.5368996840424654,20950,0.10000238669180649
5,client_3,1.5277176383065014,20950,0.10000238669180649
5,client_4,1.5460772914130514,20950,0.10000238669180649
5,client_5,1.570286848923055,20950,0.10000238669180649
5,client_6,1.4934319779276848,20949,0.09999761330819351
5,client_7,1.5241545704079837,20949,0.09999761330819351
5,client_8,1.5346442831725609,20949,0.09999761330819351
5,client_9,1.484585464000702,20949,0.09999761330819351
5,client_10,1.4991315127145954,20949,0.09999761330819351
6,client_1,1.497734662963123,20950,0.10000238669180649
6,client_2,1.528360287772446,20950,0.10000238669180649
6,client_3,1.5530288590163719,20950,0.10000238669180649
6,client_4,1.530675282202116,20950,0.10000238669180649
6,client_5,1.5891408037121704,20950,0.10000238669180649
6,client_6,1.6292571261888598,20949,0.09999761330819351
6,client_7,1.4438292144275293,20949,0.09999761330819351
6,client_8,1.5164361926840573,20949,0.09999761330819351
6,client_9,1.5285936437728929,20949,0.09999761330819351
6,client_10,1.4609186932808016,20949,0.09999761330819351
7,client_1,1.4546765510628863,20950,0.10000238669180649
7,client_2,1.4968759323038705,20950,0.10000238669180649
7,client_3,1.4209223449593638,20950,0.10000238669180649
7,client_4,1.4929813895283677,20950,0.10000238669180649
7,client_5,1.5560422706894759,20950,0.10000238669180649
7,client_6,1.4913004865733588,20949,0.09999761330819351
7,client_7,1.4603011495456464,20949,0.09999761330819351
7,client_8,1.5492597672997452,20949,0.09999761330819351
7,client_9,1.5122877828231671,20949,0.09999761330819351
7,client_10,1.4593360089674228,20949,0.09999761330819351
8,client_1,1.426557348268788,20950,0.10000238669180649
8,client_2,1.5362674681151784,20950,0.10000238669180649
8,client_3,1.4553477466106415,20950,0.10000238669180649
8,client_4,1.4382701512516998,20950,0.10000238669180649
8,client_5,1.4440139917338766,20950,0.10000238669180649
8,client_6,1.4326211372163238,20949,0.09999761330819351
8,client_7,1.4510369773318128,20949,0.09999761330819351
8,client_8,1.4941352264183323,20949,0.09999761330819351
8,client_9,1.43684367871866,20949,0.09999761330819351
8,client_10,1.417641166870187,20949,0.09999761330819351
9,client_1,1.447261874813859,20950,0.10000238669180649
9,client_2,1.4480762090988275,20950,0.10000238669180649
9,client_3,1.4422740638256073,20950,0.10000238669180649
9,client_4,1.453765027406739,20950,0.10000238669180649
