round,accuracy,balanced_accuracy,statistical_parity,equalized_odds
1,0.9386750423237994,0.5014147256209023,0.00033211235859198496,0.0004205825098324567
2,0.9387864207431168,0.5018129079042785,0.000285693553450983,0.00011622055899351835
3,0.9399002049362916,0.5115551429840215,0.001996264385525137,0.0027139937119500246
4,0.9403457186135614,0.5184000126947441,0.0029036107007414103,0.003016568545717746
5,0.9399447563040185,0.5146285067982799,0.0031282675336115062,0.0070223240327322856
6,0.9406130268199234,0.5190506871735893,0.0032498283544555306,0.00474154060066212
7,0.9412144702842378,0.5300447985402972,0.0056141093373298645,0.004309711424866691
8,0.9374721553951706,0.5880272161131825,0.025036141276359558,0.038723508361727
9,0.9408803350262853,0.5285114039109932,0.00556769035756588,0.01099288888508454
10,0.9410139891294663,0.5241775841867549,0.004035613615997136,0.0027313490281812847
11,0.9410585404971933,0.5270815241114256,0.004807037767022848,0.007683328498387709
12,0.8783747661053194,0.7213937727529967,0.07421210408210754,0.07395127415657043
13,0.9407689566069678,0.5243858960566883,0.004553401260636747,0.005515737953828648
14,0.9406798538715139,0.5204416789928111,0.0036747780395671725,0.005528437774046324
15,0.9410362648133298,0.5240200271980073,0.00398560450412333,0.0024978177825687453
16,0.9414595028067362,0.5301753344495391,0.005638985661789775,0.006397345365257934
17,0.9382072529626659,0.5897742149576097,0.027906157076358795,0.035619502421468496
18,0.9407466809231043,0.5236963335974973,0.004139222437515855,0.005514287098776549
19,0.9425287356321839,0.5436211612985306,0.007432135986164212,0.0031438663718290627
20,0.9338634946092845,0.6099935466089353,0.019853651523590088,0.02133819740265608
21,0.942261427425822,0.5777023841851576,0.019245590548962355,0.024987697834149003
22,0.9404793727167424,0.5171158229830838,0.003131857665721327,0.0044639006882789545
23,0.9416599839615076,0.5331623426800911,0.005817736266180873,0.004770379135152325
24,0.9415708812260536,0.5351479617517825,0.006492732558399439,0.00864758697571233
25,0.9032567049808429,0.6792474890963061,0.052781760692596436,0.04727013036608696
26,0.9406575781876504,0.529070430460942,0.0046182849910110235,0.004176210553850979
27,0.8812260536398467,0.7080034337768244,0.08223409950733185,0.06105488911271095
28,0.9410362648133298,0.5294415916648127,0.0055284525733441114,0.0036542251182254404
29,0.9416377082776441,0.5326422041104879,0.006031878292560577,0.007396055123535916
30,0.9409917134456027,0.5233185978379763,0.004242574796080589,0.007026559804216959
31,0.9430633520449078,0.5491581074959125,0.009285297244787216,0.008407306275330484
32,0.9404348213490155,0.5177697847397541,0.0031498096650466323,0.00642656117270235
33,0.9405684754521964,0.5205517683781979,0.0038212152430787683,0.008991796639747918
34,0.9420163949033236,0.533352213093534,0.00534277711994946,0.0046199249918572605
35,0.9419718435355966,0.5351921420773179,0.005921345204114914,0.006033517187461257
36,0.9414595028067362,0.5361051705851075,0.006657121703028679,0.012060139270033687
37,0.9416154325937807,0.5343245761055244,0.006024953909218311,0.006323786685243249
38,0.9405016484006059,0.5196690482277391,0.0034962837817147374,0.004617457670974545
39,0.9377840149692596,0.6344460745823789,0.03143526799976826,0.03159801149740815
40,0.9405684754521964,0.5202129205990226,0.003992528771050274,0.00862503501411993
41,0.896729929608839,0.6879690072004465,0.03799263387918472,0.07217536121606827
42,0.9411030918649202,0.5642090897328056,0.015674677677452564,0.03042074292898178
43,0.9396774480976566,0.5151637995465485,0.002717935713008046,0.007880778604885563
44,0.9401675131426535,0.5174579580400843,0.0034355033421888947,0.008384823449887335
45,0.9419718435355966,0.5419690976608247,0.008653129450976849,0.017812602396588773
46,0.9403902699812884,0.5177460509380738,0.0033318945206701756,0.008603222886449657
47,0.8673705782767531,0.7370483577155835,0.10839788615703583,0.11156907677650452
48,0.9418381894324156,0.537662299016092,0.00723543344065547,0.015042095736134797
49,0.9408135079746949,0.5225459670729042,0.003796338918618858,0.004976655473001301
50,0.9400338590394726,0.51908099553092,0.003392931423150003,0.006284918636083603
51,0.9413297694620781,0.5452653649177207,0.008825867436826229,0.00346082856412977
