round,accuracy,balanced_accuracy,statistical_parity,equalized_odds
1,0.6254180602006689,0.6226926523297491,0.09082773327827454,0.14107376337051392
2,0.6521739130434783,0.6423387096774194,0.11888141930103302,0.046228718012571335
3,0.7525083612040134,0.7514336917562724,0.3179865777492523,0.12920904904603958
4,0.7525083612040134,0.7484767025089605,0.26501117646694183,0.11821026355028152
5,0.7324414715719063,0.7259184587813621,0.2387024611234665,0.07867757976055145
6,0.745819397993311,0.7395609318996416,0.25203581154346466,0.10432417318224907
7,0.7892976588628763,0.7891353046594982,0.37803134322166443,0.14600110799074173
8,0.7424749163879598,0.7353494623655914,0.24550336599349976,0.07223974540829659
9,0.7959866220735786,0.7926299283154121,0.31172260642051697,0.12212852388620377
10,0.7959866220735786,0.7913978494623656,0.3119463473558426,0.11072122305631638
11,0.8193979933110368,0.8174283154121864,0.34492170810699463,0.12064817547798157
12,0.7993311036789298,0.7953629032258065,0.33190158009529114,0.11757628619670868
13,0.8127090301003345,0.8099910394265233,0.3584340363740921,0.1294008418917656
14,0.8294314381270903,0.8290770609318996,0.39145416021347046,0.11596617847681046
15,0.8160535117056856,0.8161738351254479,0.3779865801334381,0.11565472930669785
16,0.8361204013377926,0.8347894265232976,0.3782550096511841,0.10973405092954636
17,0.8294314381270903,0.8290770609318996,0.40483221411705017,0.13205837458372116
18,0.8361204013377926,0.8345430107526881,0.3916778415441513,0.11878329515457153
19,0.8394648829431438,0.8380152329749104,0.39834456145763397,0.12345618009567261
20,0.822742474916388,0.8223790322580645,0.40483221411705017,0.1390133947134018
21,0.8193979933110368,0.8174283154121864,0.38505592942237854,0.12118509411811829
22,0.8193979933110368,0.8174283154121864,0.38505592942237854,0.12118509411811829
23,0.8260869565217391,0.8253584229390681,0.4249664545059204,0.16145549714565277
24,0.8160535117056856,0.8134632616487456,0.36510069668293,0.10000278055667877
25,0.8327759197324415,0.8320564516129032,0.4115883708000183,0.1363140568137169
26,0.822742474916388,0.82040770609319,0.36505594849586487,0.09116216003894806
27,0.8260869565217391,0.8258512544802867,0.41149887442588806,0.14159207791090012
28,0.8260869565217391,0.8243727598566308,0.3983892500400543,0.12843666225671768
29,0.822742474916388,0.8206541218637993,0.37838926911354065,0.10746295750141144
30,0.8327759197324415,0.8313172043010753,0.39834456145763397,0.11959604173898697
31,0.8193979933110368,0.8193996415770609,0.39807605743408203,0.13266350328922272
32,0.8260869565217391,0.8256048387096775,0.4115436375141144,0.1434776782989502
33,0.8160535117056856,0.8161738351254479,0.3913646638393402,0.12819921970367432
34,0.8260869565217391,0.8256048387096775,0.4115436375141144,0.1434776782989502
35,0.8260869565217391,0.8256048387096775,0.4115436375141144,0.1434776782989502
36,0.822742474916388,0.8223790322580645,0.41821029782295227,0.1551055833697319
37,0.822742474916388,0.8201612903225807,0.3517226278781891,0.09790954738855362
38,0.8327759197324415,0.831070788530466,0.3850111812353134,0.11411041021347046
39,0.8260869565217391,0.8256048387096775,0.4115436375141144,0.1434776782989502
40,0.8193979933110368,0.8193996415770609,0.39807605743408203,0.13266350328922272
41,0.8294314381270903,0.8288306451612903,0.4182550311088562,0.1479419618844986
42,0.8260869565217391,0.8251120071684588,0.39825505018234253,0.12696825712919235
43,0.8327759197324415,0.8320564516129032,0.4115883708000183,0.1363140568137169
44,0.8327759197324415,0.8320564516129032,0.3982103168964386,0.11812763661146164
45,0.8127090301003345,0.8129480286738351,0.3980313241481781,0.13982713222503662
46,0.8260869565217391,0.8251120071684588,0.39825505018234253,0.12696825712919235
47,0.8260869565217391,0.8248655913978494,0.39829981327056885,0.12675966322422028
48,0.8294314381270903,0.828584229390681,0.3915436565876007,0.11345475167036057
49,0.8327759197324415,0.8323028673835126,0.4115436375141144,0.1344284564256668
50,0.8260869565217391,0.8258512544802867,0.41149887442588806,0.14159207791090012
51,0.8039867109634552,0.8024118738404453,0.3712770491838455,0.1414017379283905
