dataset_split,acc1,acc2,acc3,bal_acc1,bal_acc2,bal_acc3,stat_par1,stat_par2,stat_par3,eq_odds1,eq_odds2,eq_odds3
acs_iid10,0.7847817332474227,0.7834125322164949,0.783960212628866,0.7607922061100983,0.7642534419989051,0.7598362629105471,-0.22373192012310028,-0.2199220508337021,-0.21478325128555298,0.16111164540052414,0.15279839932918549,0.15128754079341888
acs_iid5,0.7872661740128466,0.7866862654289914,0.7868433240037855,0.7686705301612368,0.7681564069382404,0.7654038330765709,-0.2091149091720581,-0.219377800822258,-0.20518743991851807,0.13736600801348686,0.14909186586737633,0.13529390841722488
acs_state3,0.787701105450738,0.7881239554597991,0.7879346797414575,0.7595411577979772,0.7638774758053984,0.7655299521877392,-0.2180810421705246,-0.19260826706886292,-0.22040294110774994,0.15568116307258606,0.12384747713804245,0.1535193771123886
acs_state5,0.7864503839849869,0.7865671701897172,0.7866195226263204,0.7662825764787132,0.7651433300467299,0.7642823855184537,-0.2064504474401474,-0.2005605250597,-0.21439853310585022,0.13683417066931725,0.13081984966993332,0.1471041738986969
adult_age3,0.8006141248720573,0.8042988741044013,0.8081883316274309,0.6686180667752594,0.6861922648213853,0.7020489922036772,0.1627712920308113,0.1644318923354149,0.1753632128238678,0.17156333569437265,0.1570670809596777,0.16134445182979107
adult_age5,0.8098649201801065,0.8096602537863283,0.8129349160867786,0.6809359489253938,0.6995661622678775,0.6847128986578901,0.1357181966304779,0.15943652391433716,0.13199114054441452,0.1315238680690527,0.1597277857363224,0.12226801179349422
adult_iid10,0.8194274028629857,0.8155419222903886,0.8132924335378323,0.6973526386354738,0.6764416648814756,0.6835553433845745,0.15716087818145752,0.13682065159082413,0.14701245725154877,0.13434108905494213,0.12226864974945784,0.12378724105656147
adult_iid5,0.8118730808597748,0.8159672466734903,0.812691914022518,0.6628616848509801,0.6794219904389396,0.68477092339715,0.12771188467741013,0.1464398391544819,0.15442000329494476,0.13051779475063086,0.14826155547052622,0.15776390489190817
bank_age3,0.8935354881706098,0.8942019326891036,0.8923692102632456,0.6384542924063953,0.6467686728447447,0.6331672833429511,0.014522310346364975,0.006566241383552551,0.009297903627157211,0.03459935076534748,0.05449898540973663,0.03563688136637211
bank_age5,0.893719806763285,0.8920539730134932,0.8923871397634516,0.6175126704541405,0.6191115904703051,0.6212041414002394,0.010787427425384521,0.008757170289754868,0.013996914029121399,0.00702448096126318,0.004216478206217289,0.006568284705281258
bank_iid10,0.8890739506995337,0.8897401732178548,0.8882411725516323,0.5911433733010497,0.6137666697832673,0.5814026529794165,0.008901454508304596,0.015734657645225525,0.007452003657817841,0.0033259615302085876,0.004424217157065868,0.0007737996056675911
bank_iid5,0.8874083944037309,0.8852431712191872,0.8890739506995337,0.6277805819401745,0.6284051453830741,0.6305745473826968,-0.001731831580400467,0.005028575658798218,0.006110992282629013,0.06189150549471378,0.046313896775245667,0.036692993715405464
cac_iid10,0.8166666666666667,0.78,0.7766666666666666,0.8164224310721127,0.7764019420070376,0.7744643891140707,0.3628900349140167,0.2783251404762268,0.2813355326652527,0.13890325278043747,0.07342787832021713,0.08032048493623734
cac_iid5,0.7933333333333333,0.8,0.78,0.7952227589908749,0.7997852925389157,0.7791196994095544,0.39419180154800415,0.4050598740577698,0.3509865403175354,0.17392507940530777,0.1844213381409645,0.13786409050226212
cac_state3,0.8205980066445183,0.7940199335548173,0.8106312292358804,0.8178571428571428,0.7897515527950311,0.807608695652174,0.4817923754453659,0.45199400186538696,0.4879652261734009,0.23608868941664696,0.23199031502008438,0.25524692237377167
cac_state5,0.8006644518272426,0.813953488372093,0.8205980066445183,0.7983920841063699,0.8116883116883117,0.8191094619666048,0.42934155464172363,0.4027396887540817,0.41802915930747986,0.21623791567981243,0.17025485448539257,0.1811918392777443
kdd_age3,0.9487693507072057,0.949036641051342,0.9487025281211716,0.6140577464104708,0.6123195478875634,0.6070129809310054,0.024724335875362158,0.024307481944561005,0.02284503122791648,0.04156300041358918,0.04518778552301228,0.040184766286984086
kdd_age5,0.9452054794520548,0.9455395923822252,0.945851431117051,0.5876840295673431,0.5959989463790659,0.6024753749930767,0.0186653402633965,0.02082181815057993,0.0224498831667006,0.01887995912693441,0.021319134859368205,0.022343361750245094
kdd_iid10,0.9467037861915367,0.9469710467706013,0.9469265033407572,0.6243849565235308,0.6150404604704903,0.611854362774361,0.03009067103266716,0.025747666601091623,0.025233529042452574,0.05977520905435085,0.04892600164748728,0.0498756340239197
kdd_iid5,0.9471210602516984,0.9473883505958347,0.9472101570330772,0.6367234923332716,0.6350267179744149,0.6404495589238208,0.03583419416099787,0.03434730973094702,0.037420752458274364,0.07763182814233005,0.07355946628376842,0.08085552393458784
