round,accuracy,balanced_accuracy,statistical_parity,equalized_odds
1,0.7627430910951893,0.5056470702110997,0.004144225735217333,0.009850426111370325
2,0.7670419651995906,0.511437247854199,0.007554902462288737,0.01087820588145405
3,0.7916069600818834,0.6702031338211953,0.11666499823331833,0.10384631156921387
4,0.7598771750255885,0.7118183350723897,0.15155798196792603,0.11968011409044266
5,0.7948822927328557,0.5929940112550058,0.051305416971445084,0.04503156058490276
6,0.7989764585465712,0.6138079220384056,0.06379817798733711,0.05768365599215031
7,0.7948822927328557,0.6461953569279975,0.051680177450180054,0.006915468722581863
8,0.7942681678607983,0.6594646346337585,0.07132893800735474,0.033268801867961884
9,0.7760491299897646,0.7028033773353952,0.11608089506626129,0.08486384898424149
10,0.7789150460593655,0.7153817795988082,0.14024940133094788,0.10852506756782532
11,0.7645854657113613,0.7241183956962176,0.1634373664855957,0.12762141972780228
12,0.7750255885363357,0.7241262689206318,0.14968115091323853,0.11572769284248352
13,0.7627430910951893,0.7279633079954446,0.1672469675540924,0.1299586370587349
14,0.8038894575230296,0.6408056716856156,0.08664731308817863,0.058323318138718605
15,0.7985670419651996,0.702109375759824,0.14749380201101303,0.11937704309821129
16,0.8094165813715456,0.6589923569516172,0.07948048412799835,0.045303283259272575
17,0.795496417604913,0.7146599901723634,0.15312017500400543,0.11555947363376617
18,0.7825997952917093,0.7186888812009168,0.14866887032985687,0.10169199854135513
19,0.8038894575230296,0.6850905907095026,0.12354644387960434,0.09542015567421913
20,0.7627430910951893,0.7309354502118128,0.16405074298381805,0.10360279679298401
21,0.7799385875127943,0.7261580239503487,0.14550688862800598,0.08929608017206192
22,0.77482088024565,0.7364750740662009,0.17464326322078705,0.12077336013317108
23,0.810849539406346,0.7161051899832207,0.1432594507932663,0.09694400057196617
24,0.8139201637666326,0.6845328653859246,0.12558013945817947,0.09905462339520454
25,0.8096212896622313,0.697764397927582,0.14258181303739548,0.11649705842137337
26,0.7932446264073695,0.7310167296756185,0.16330046951770782,0.11510609090328217
27,0.7989764585465712,0.7035666169727267,0.13538911193609238,0.08544454723596573
28,0.8036847492323439,0.6897118260925141,0.11780829727649689,0.07893358916044235
29,0.8067553735926305,0.6869692809939899,0.13785843551158905,0.11605475284159184
30,0.8055271238485159,0.6882446275663817,0.1355910450220108,0.11421265080571175
31,0.813510747185261,0.6459238464684188,0.08754191920161247,0.05899155978113413
32,0.8102354145342886,0.6500182705119495,0.09592048823833466,0.07813170924782753
33,0.7862845445240533,0.7208071259164781,0.15093623101711273,0.09901908412575722
34,0.8034800409416581,0.7047355592328144,0.1501108705997467,0.12566306069493294
35,0.7848515864892528,0.7243259940987867,0.1761387139558792,0.13220716267824173
36,0.8059365404298874,0.6840547985681846,0.11562684923410416,0.08748024702072144
37,0.8055271238485159,0.6790309866956401,0.11020415276288986,0.0724848248064518
38,0.8055271238485159,0.7084551946376858,0.1342908889055252,0.09678803384304047
39,0.8079836233367451,0.6669694384584782,0.10546156764030457,0.06868873536586761
40,0.8131013306038894,0.687265453171219,0.12699800729751587,0.09768076799809933
41,0.8149437052200614,0.6819344697638079,0.11456950753927231,0.07286486588418484
42,0.8120777891504606,0.7282044833844861,0.15436439961194992,0.11361869052052498
43,0.7920163766632549,0.7328865046912839,0.1687532365322113,0.12795482203364372
44,0.8133060388945752,0.6389537272075942,0.060831476002931595,0.021261258982121944
45,0.8122824974411463,0.6992116818272549,0.11200588196516037,0.06921157240867615
46,0.8153531218014329,0.6355402212931818,0.07590287178754807,0.05043459311127663
47,0.8157625383828045,0.6854433806328868,0.12315837293863297,0.09073203802108765
48,0.8069600818833162,0.7218775370886761,0.1400974690914154,0.09610169008374214
49,0.8147389969293757,0.6993359166772029,0.13038281351327896,0.08755023777484894
50,0.8092118730808597,0.6969015851579531,0.12525387108325958,0.08363059535622597
51,0.7967246673490276,0.6660096098834417,0.13531804084777832,0.1296856477856636
