round,client,loss,samples,weight
1,client_1,4.9720576537979975,4559,0.2000351015751832
1,client_2,4.699781099955241,4558,0.1999912246062042
1,client_3,4.66441547870636,4558,0.1999912246062042
1,client_4,5.298994819323222,4558,0.1999912246062042
1,client_5,5.16177233060201,4558,0.1999912246062042
2,client_1,3.7211135956976147,4559,0.2000351015751832
2,client_2,3.874239934815301,4558,0.1999912246062042
2,client_3,4.034357514646318,4558,0.1999912246062042
2,client_4,3.862322873539395,4558,0.1999912246062042
2,client_5,3.9688859383265176,4558,0.1999912246062042
3,client_1,3.605881048573388,4559,0.2000351015751832
3,client_2,3.5889297326405845,4558,0.1999912246062042
3,client_3,3.6932492123709784,4558,0.1999912246062042
3,client_4,3.685390075047811,4558,0.1999912246062042
3,client_5,3.8807443579037986,4558,0.1999912246062042
4,client_1,3.55925761991077,4559,0.2000351015751832
4,client_2,3.754173901345995,4558,0.1999912246062042
4,client_3,3.6322805947727628,4558,0.1999912246062042
4,client_4,3.680429140726725,4558,0.1999912246062042
4,client_5,3.683441996574402,4558,0.1999912246062042
5,client_1,3.469171040587955,4559,0.2000351015751832
5,client_2,3.5303482479519315,4558,0.1999912246062042
5,client_3,3.491381929980384,4558,0.1999912246062042
5,client_4,3.597956015004052,4558,0.1999912246062042
5,client_5,3.533150566948785,4558,0.1999912246062042
6,client_1,3.461526188585493,4559,0.2000351015751832
6,client_2,3.4161804848247104,4558,0.1999912246062042
6,client_3,3.369699683454302,4558,0.1999912246062042
6,client_4,3.526861389478048,4558,0.1999912246062042
6,client_5,3.4590811994340687,4558,0.1999912246062042
7,client_1,3.3943847020467124,4559,0.2000351015751832
7,client_2,3.378488461176554,4558,0.1999912246062042
7,client_3,3.3911083141962686,4558,0.1999912246062042
7,client_4,3.4176923500167,4558,0.1999912246062042
7,client_5,3.394868016242981,4558,0.1999912246062042
8,client_1,3.3382007347212896,4559,0.2000351015751832
8,client_2,3.4214379588762918,4558,0.1999912246062042
8,client_3,3.2648541066381664,4558,0.1999912246062042
8,client_4,3.382898383670383,4558,0.1999912246062042
8,client_5,3.5827765464782715,4558,0.1999912246062042
9,client_1,3.352844383981493,4559,0.2000351015751832
9,client_2,3.3584387368626065,4558,0.1999912246062042
9,client_3,3.3893813358412848,4558,0.1999912246062042
9,client_4,3.480699976285299,4558,0.1999912246062042
9,client_5,3.4473842713567944,4558,0.1999912246062042
10,client_1,3.3259207606315613,4559,0.2000351015751832
10,client_2,3.291529960102505,4558,0.1999912246062042
10,client_3,3.251995623111725,4558,0.1999912246062042
10,client_4,3.5375896096229553,4558,0.1999912246062042
10,client_5,3.383341822359297,4558,0.1999912246062042
11,client_1,3.2708099683125815,4559,0.2000351015751832
11,client_2,3.342264221774207,4558,0.1999912246062042
11,client_3,3.2917790015538535,4558,0.1999912246062042
11,client_4,3.288744588692983,4558,0.1999912246062042
11,client_5,3.2748068239953785,4558,0.1999912246062042
12,client_1,3.275205592314402,4559,0.2000351015751832
12,client_2,3.2927527493900723,4558,0.1999912246062042
12,client_3,3.25352766778734,4558,0.1999912246062042
12,client_4,3.4804257022009955,4558,0.1999912246062042
12,client_5,3.362632691860199,4558,0.1999912246062042
13,client_1,3.3940789765781827,4559,0.2000351015751832
13,client_2,3.269317845503489,4558,0.1999912246062042
