round,accuracy,balanced_accuracy,statistical_parity,equalized_odds
1,0.938538650033415,0.49997626563501296,3.6864803405478597e-06,3.916595233022235e-06
2,0.9399420806415683,0.5127576430100302,0.0018898522248491645,0.0012102462860639207
3,0.9407663176654043,0.521332218257226,0.003828412154689431,0.005521135157323442
4,0.941033637781243,0.5243559436432712,0.004047481226734817,0.006171853368869051
5,0.9413455112497215,0.5272339140298257,0.004526954493485391,0.00656165336840786
6,0.9419915348629985,0.5346966156302062,0.00601184694096446,0.005335703201126307
7,0.9426598351525952,0.5462389291605478,0.008788366802036762,0.009913189336657524
8,0.9431499220316328,0.5593811988757194,0.012598346918821335,0.013972345157526433
9,0.9427266651815549,0.5437321902408613,0.00770106166601181,0.007288590248208493
10,0.9438850523501894,0.5794335821774323,0.018097542226314545,0.027151545975357294
11,0.9430162619737136,0.5469372721738779,0.008234380511566997,0.007082002819515765
12,0.9438850523501894,0.5650269861968182,0.013410500716418028,0.01761450874619186
13,0.942704388505235,0.5418559400491118,0.006992910988628864,0.0025575022445991635
14,0.9445756293161061,0.5759032094517421,0.016393580473959446,0.02566033077891916
15,0.9439518823791491,0.5598084174454866,0.011639400385320187,0.01760529028251767
16,0.9447092893740254,0.5710592209768467,0.01466895081102848,0.020857715629972517
17,0.9449320561372243,0.5732117651755158,0.015230310149490833,0.02361645468045026
18,0.9437736689685899,0.5542898203222483,0.009572481736540794,0.010970699484460056
19,0.945199376253063,0.5933539163738202,0.021891322918236256,0.03994008700828999
20,0.9446424593450657,0.5649220023081648,0.01271195849403739,0.021817184519022703
21,0.9454666963689018,0.5821405351437291,0.017605557572096586,0.026990735670551658
22,0.9449097794609045,0.5682847064231656,0.013473954517394304,0.021939660306088626
23,0.9451102695477834,0.5727982345420306,0.0148474695160985,0.023832070583011955
24,0.945622633103141,0.5817151373277503,0.017536966130137444,0.030511581688188016
25,0.9457340164847404,0.5848252818008186,0.01844206592068076,0.030511819291859865
26,0.94582312319002,0.5952116017639394,0.021962150000035763,0.03866572445258498
27,0.9454666963689018,0.5753609605646166,0.01531588239595294,0.02590119809610769
28,0.9454889730452216,0.5770677213918882,0.016198865603655577,0.0284295569290407
29,0.9458899532189797,0.5867727350875294,0.01940693287178874,0.03641986008733511
30,0.946045889953219,0.5866863160005062,0.019256455823779106,0.03612683666869998
31,0.9452884829583427,0.5717067464506342,0.014449881855398417,0.024262497026938945
32,0.9451548229004233,0.5677372879726833,0.013394304551184177,0.020018364244606346
33,0.9461349966584985,0.5889371464686919,0.020011079963296652,0.03815520217176527
34,0.9461572733348185,0.5969150137816427,0.02308341721072793,0.0442384168272838
35,0.9462018266874582,0.6013454716230529,0.024335945025086403,0.04711818369105458
36,0.946045889953219,0.5824490818885609,0.017736149951815605,0.03226207377156243
37,0.9464245934506572,0.593498143317531,0.02173425629734993,0.043366941972635686
38,0.9463800400980173,0.6000844941671787,0.024023929610848427,0.04843410640023649
39,0.9463132100690577,0.5983539989749199,0.023323153611272573,0.04600523633416742
40,0.946246380040098,0.5864541419139924,0.019009347073733807,0.035574468900449574
41,0.9463354867453776,0.5876880361953112,0.01956333266571164,0.037306796584744006
42,0.946469146803297,0.6018268565419309,0.024767493829131126,0.04879423894453794
43,0.9463800400980173,0.5921184940367215,0.021440673619508743,0.04261176963336766
44,0.9466473602138561,0.6029387301887461,0.025042643304914236,0.04912238894030452
45,0.9465805301848964,0.5979879370714088,0.02337923413142562,0.046451971400529146
46,0.946669636890176,0.6073573208476627,0.02643090533092618,0.0520758064230904
47,0.946469146803297,0.5909795372153509,0.0211397185921669,0.043097815301734954
48,0.9465359768322567,0.5903371813049202,0.020717778708785772,0.0420463636983186
49,0.9462241033637782,0.5825440193485092,0.017899923492223024,0.034432664746418595
50,0.9465805301848964,0.5917168305857298,0.02118987822905183,0.04394244903232902
51,0.9471492204899777,0.6158012376845589,0.02744334703311324,0.05774248391389847
