round,accuracy,balanced_accuracy,statistical_parity,equalized_odds
1,0.7993311036789298,0.8005376344086022,0.3844743072986603,0.13638518005609512
2,0.8260869565217391,0.8248655913978494,0.42505595088005066,0.1631324738264084
3,0.8361204013377926,0.8350358422939068,0.44510067999362946,0.17484835535287857
4,0.842809364548495,0.8424731182795699,0.47172263264656067,0.19860932230949402
5,0.8461538461538461,0.8444668458781363,0.4519015848636627,0.1719403937458992
6,0.8327759197324415,0.8315636200716846,0.4651901572942734,0.20235983282327652
7,0.842809364548495,0.840994623655914,0.48536913096904755,0.2176382839679718
8,0.8260869565217391,0.8258512544802867,0.47838929295539856,0.22624149918556213
9,0.8327759197324415,0.831810035842294,0.47852347791194916,0.2186606600880623
10,0.8327759197324415,0.8323028673835126,0.4784340411424637,0.21907788515090942
11,0.8294314381270903,0.8283378136200716,0.47185681760311127,0.21398774534463882
12,0.8327759197324415,0.8320564516129032,0.4651006609201431,0.2006828375160694
13,0.8294314381270903,0.828584229390681,0.47181206941604614,0.2141963727772236
14,0.8260869565217391,0.8253584229390681,0.4784787893295288,0.22791847586631775
15,0.822742474916388,0.8216397849462365,0.47185681760311127,0.2230369634926319
16,0.8294314381270903,0.8280913978494624,0.4852796345949173,0.231965534389019
17,0.8260869565217391,0.8251120071684588,0.47852347791194916,0.22770987823605537
18,0.8260869565217391,0.8246191756272401,0.4786129742860794,0.22729264944791794
19,0.8260869565217391,0.8241263440860216,0.47870247066020966,0.2268754243850708
20,0.842809364548495,0.8414874551971326,0.4852796345949173,0.21386706829071045
21,0.842809364548495,0.8414874551971326,0.4852796345949173,0.21386706829071045
22,0.8394648829431438,0.8380152329749104,0.4919910430908203,0.22738060355186462
23,0.8327759197324415,0.8308243727598567,0.47870247066020966,0.21782620251178741
24,0.842809364548495,0.8427195340501792,0.48505595326423645,0.21281591430306435
25,0.8361204013377926,0.8340501792114696,0.48541387915611267,0.22229048982262611
26,0.8327759197324415,0.831070788530466,0.47865772247314453,0.21803483366966248
27,0.8461538461538461,0.8452060931899641,0.47852347791194916,0.20056219026446342
28,0.842809364548495,0.8422267025089605,0.4717673808336258,0.1963065043091774
29,0.8394648829431438,0.8380152329749104,0.4786129742860794,0.20919418334960938
30,0.8461538461538461,0.8461917562724015,0.5051006823778152,0.23358099907636642
31,0.842809364548495,0.8414874551971326,0.4852796345949173,0.21386706829071045
32,0.8327759197324415,0.831070788530466,0.4652796536684036,0.19984838366508484
33,0.8461538461538461,0.8444668458781363,0.49203579127788544,0.21812275424599648
34,0.8394648829431438,0.8377688172043011,0.47865772247314453,0.2089855819940567
35,0.8461538461538461,0.8456989247311828,0.5051901787519455,0.23525799065828323
36,0.8461538461538461,0.8452060931899641,0.47852347791194916,0.20056219026446342
37,0.8394648829431438,0.838508064516129,0.47852347791194916,0.2096114084124565
38,0.8361204013377926,0.8357750896057348,0.4851007014513016,0.22165653482079506
39,0.842809364548495,0.8414874551971326,0.4852796345949173,0.21386706829071045
40,0.8361204013377926,0.8352822580645161,0.4851901978254318,0.22123930603265762
41,0.8394648829431438,0.8394937275985663,0.49172261357307434,0.22444382682442665
42,0.842809364548495,0.841733870967742,0.49861301481723785,0.23016788065433502
43,0.8327759197324415,0.8327956989247312,0.49172261357307434,0.2313988395035267
44,0.8361204013377926,0.8350358422939068,0.4852348864078522,0.22103067860007286
45,0.8461538461538461,0.8447132616487456,0.4786129742860794,0.200144961476326
46,0.842809364548495,0.8414874551971326,0.4986577033996582,0.22995924949645996
47,0.8361204013377926,0.8357750896057348,0.4851007014513016,0.21956231445074081
48,0.842809364548495,0.841733870967742,0.49861301481723785,0.23016788065433502
49,0.8394648829431438,0.838508064516129,0.49190160632133484,0.22570359334349632
50,0.8461538461538461,0.8444668458781363,0.49203579127788544,0.21812275424599648
51,0.8305647840531561,0.8293135435992578,0.4385770857334137,0.1958405189216137
