round,accuracy,balanced_accuracy,statistical_parity,equalized_odds
1,0.48333333333333334,0.5073598287167135,0.08676308393478394,0.09880739450454712
2,0.5633333333333334,0.5812257460190018,0.16062289476394653,0.11828094720840454
3,0.5533333333333333,0.5746019001739596,0.11012232303619385,0.06031385064125061
4,0.6,0.616218386190285,0.20934373140335083,0.13974007964134216
5,0.61,0.625652348454436,0.20333701372146606,0.12432727217674255
6,0.6333333333333333,0.6476649270707882,0.23826473951339722,0.14591383934020996
7,0.6433333333333333,0.6566974441322093,0.23270297050476074,0.13032624125480652
8,0.65,0.6625853071055801,0.22024470567703247,0.12467381358146667
9,0.64,0.6539542352468888,0.23870962858200073,0.1405009925365448
10,0.7033333333333334,0.7116954369061956,0.30522799491882324,0.1619746834039688
11,0.6766666666666666,0.686939649404523,0.27630698680877686,0.1546265035867691
12,0.7066666666666667,0.714840090994246,0.3121245503425598,0.1706254780292511
13,0.7,0.7085507828181453,0.3250277638435364,0.19062548875808716
14,0.7033333333333334,0.710892546500736,0.3194660544395447,0.18433962762355804
15,0.6933333333333334,0.7026629198447745,0.31078973412513733,0.17756228148937225
16,0.7266666666666667,0.7304964539007093,0.31701889634132385,0.15705257654190063
17,0.6966666666666667,0.7050046835273651,0.30522799491882324,0.17127642035484314
18,0.7266666666666667,0.7321022347116285,0.34193548560142517,0.18692588806152344
19,0.71,0.7171818546768366,0.3332591652870178,0.18945027887821198
20,0.7066666666666667,0.7144386457915162,0.32591766119003296,0.18503789603710175
21,0.73,0.7340425531914894,0.336818665266037,0.17640163004398346
22,0.7066666666666667,0.7140372005887863,0.3130144476890564,0.1702759563922882
23,0.74,0.7450822962665595,0.3557285964488983,0.19086208939552307
24,0.73,0.7356483340024087,0.3617352545261383,0.20627495646476746
25,0.7133333333333334,0.7203265087648869,0.32680755853652954,0.17945027351379395
26,0.7433333333333333,0.7470226147464204,0.3639599084854126,0.1989886611700058
27,0.7133333333333334,0.7203265087648869,0.32680755853652954,0.17945027351379395
28,0.7433333333333333,0.7470226147464204,0.3639599084854126,0.1989886611700058
29,0.7233333333333334,0.7301619162317676,0.34705227613449097,0.193386510014534
30,0.7466666666666667,0.7501672688344707,0.37085646390914917,0.20357581973075867
31,0.7266666666666667,0.733306570319818,0.35394883155822754,0.19797366857528687
32,0.7533333333333333,0.7560551318078416,0.3850945234298706,0.21257537603378296
33,0.72,0.7270172621437174,0.35350388288497925,0.20338651537895203
34,0.7566666666666667,0.7591997858958919,0.3786429166793823,0.20257537066936493
35,0.74,0.7458851866720193,0.35483869910240173,0.18714798986911774
36,0.7533333333333333,0.7564565770105713,0.3846495747566223,0.2127501219511032
37,0.7233333333333334,0.7301619162317676,0.34705227613449097,0.193386510014534
38,0.76,0.7631473303894019,0.3846495747566223,0.2075120210647583
39,0.72,0.7270172621437174,0.3401557207107544,0.18879935145378113
40,0.7566666666666667,0.7600026763013514,0.3911011815071106,0.21751202642917633
41,0.7433333333333333,0.7486283955573397,0.37552836537361145,0.21021118760108948
42,0.7566666666666667,0.7600026763013514,0.3911011815071106,0.21751202642917633
43,0.7366666666666667,0.7427405325839689,0.36129030585289,0.19714799523353577
44,0.76,0.7631473303894019,0.3846495747566223,0.2075120210647583
45,0.7466666666666667,0.7521744948481199,0.38197997212409973,0.21090945601463318
46,0.76,0.762745885186672,0.39844268560409546,0.22598804533481598
47,0.7333333333333333,0.7395958784959187,0.3677419126033783,0.2071479856967926
48,0.7733333333333333,0.7749230563361434,0.39977753162384033,0.214987613260746
49,0.7466666666666667,0.75177304964539,0.3957730829715729,0.22938551008701324
50,0.7633333333333333,0.7662919844774521,0.40489429235458374,0.2307499498128891
51,0.8066666666666666,0.8084272415482607,0.3702791929244995,0.15623217076063156
