dataset_split,acc1,acc2,acc3,bal_acc1,bal_acc2,bal_acc3,stat_par1,stat_par2,stat_par3,eq_odds1,eq_odds2,eq_odds3
acs_iid10,0.5814996778350515,0.622632087628866,0.6481878221649484,0.5866199026843362,0.6210687189914823,0.6607628629559901,-0.06596413254737854,0.046437203884124756,0.06570947170257568,0.05049046874046326,0.07840713858604431,0.11084204912185669
acs_iid5,0.6306787749431166,0.6055413486901717,0.6319392706844129,0.6357008072511262,0.6246324122098212,0.667273336859165,0.006465643644332886,0.052646517753601074,-0.013608694076538086,0.04000812768936157,0.08392329514026642,0.05645725131034851
acs_state3,0.576715059501037,0.6094798944888549,0.5872420111551859,0.5916102549681608,0.6333314494851925,0.5807277595681937,0.08493399620056152,0.03480386734008789,-0.1823475956916809,0.11098463833332062,0.0605664998292923,0.1748616099357605
acs_state5,0.5761305105973413,0.6347128871563364,0.6124469931579393,0.5560498763613739,0.6301255188084292,0.6556806967292654,0.020423442125320435,-0.13567093014717102,0.005290806293487549,0.03590551018714905,0.11039179563522339,0.051254838705062866
adult_age3,0.6485158648925281,0.6292732855680655,0.6681678607983623,0.6461032965275504,0.5083995912530268,0.5021583801744464,0.3751620650291443,-0.10527229309082031,-0.16326069086790085,0.44607966393232346,0.2036816105246544,0.21417296305298805
adult_age5,0.6168645108473189,0.6694637740483013,0.6109291854277528,0.5966001813966901,0.6610773610164659,0.4988755338395042,0.13352566957473755,0.4198722019791603,-0.09537947177886963,0.15013068914413452,0.4584001451730728,0.1488768458366394
adult_iid10,0.618200408997955,0.6914110429447853,0.6609406952965236,0.5074199409493527,0.5512377924142631,0.546209402679991,-0.19578494131565094,-0.00484977662563324,0.05869553983211517,0.2954937145113945,0.04920545965433121,0.07867704331874847
adult_iid5,0.6110542476970318,0.6016376663254862,0.6210849539406346,0.5252708404607139,0.5113108678298551,0.4773993613867032,-0.09166115522384644,-0.06460687518119812,-0.013932034373283386,0.11287426948547363,0.06424057483673096,0.016395188868045807
bank_age3,0.7360879706764412,0.7290903032322559,0.6962679106964346,0.6214297837672698,0.5169257838577911,0.49318685857180034,0.017196476459503174,0.1935022473335266,0.14167644083499908,0.02131105214357376,0.16791876405477524,0.15648772567510605
bank_age5,0.7821089455272364,0.657671164417791,0.5855405630518075,0.6008494399667494,0.5363164852711282,0.4695702107383161,-0.023048177361488342,0.12076005339622498,-0.01156589388847351,0.06503354012966156,0.13753946125507355,0.04187406599521637
bank_iid10,0.776149233844104,0.75,0.8307794803464357,0.5463708157979287,0.5587431097924576,0.6390645844985039,0.06531079113483429,0.08448976278305054,0.06341782957315445,0.08450872451066971,0.06587094813585281,0.07320695742964745
bank_iid5,0.5796135909393737,0.6537308461025982,0.6853764157228515,0.46483518025624593,0.4690028982651958,0.5347139693190577,-0.030363887548446655,0.1460798978805542,-0.07908941805362701,0.032557979226112366,0.1571611687541008,0.0864148661494255
cac_iid10,0.7533333333333333,0.7133333333333334,0.7633333333333333,0.7472233373477855,0.7110932691021008,0.7658905392747223,0.32361309230327606,0.24537694454193115,0.44078946113586426,0.12645244598388672,0.06567903608083725,0.24961413443088531
cac_iid5,0.5766666666666667,0.78,0.6433333333333333,0.5787671232876712,0.7789539227895392,0.6426347624977762,0.2313300371170044,0.4013157784938812,0.287517786026001,0.21320664137601852,0.18821987509727478,0.20252081751823425
cac_state3,0.7308970099667774,0.6710963455149501,0.6478405315614618,0.726552795031056,0.6669254658385093,0.6493788819875776,0.2586819529533386,0.2196020781993866,0.3459899127483368,0.05734448879957199,0.10363911092281342,0.2638135999441147
cac_state5,0.6644518272425249,0.6112956810631229,0.7408637873754153,0.6621830550401979,0.6116264687693259,0.7390228818800247,0.3829871863126755,0.1370304822921753,0.2975253760814667,0.29966288805007935,0.05225594341754913,0.11675406992435455
kdd_age3,0.6797193451386568,0.6382002450161488,0.7171399933177414,0.5988517235637547,0.6010211816046818,0.55979608022368,-0.1369183361530304,-0.08699843287467957,-0.1275305598974228,0.16631853580474854,0.10809668898582458,0.16327586770057678
kdd_age5,0.7228644615213276,0.66388239224858,0.6950662657311505,0.6319908827119493,0.5764527348270341,0.5640260750041117,-0.008145004510879517,-0.14715510606765747,-0.09281672537326813,0.03739353269338608,0.16134996712207794,0.09871610999107361
kdd_iid10,0.6640311804008908,0.6644543429844098,0.7017371937639199,0.5838933785016196,0.5327902703426084,0.5871781329838396,-0.11093375086784363,-0.15600791573524475,-0.04216146469116211,0.15526841580867767,0.20109118521213531,0.08258630335330963
kdd_iid5,0.7222407840516761,0.6415191001225081,0.623521550283996,0.57914066755548,0.5204966998643614,0.5600461564933252,0.017195820808410645,-0.20325477421283722,-0.1676686406135559,0.021254047751426697,0.22026006877422333,0.19319897890090942
